# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "/home/jasper/OneDrive/Thesis/Plastic_tool/temps/ab-hydrolase/contigs-fixed.saf" "-F" "SAF" "-o" "/home/jasper/OneDrive/Thesis/Plastic_tool/temps/ab-hydrolase/ab-hydrolase_GC125648.bam_counts.out" "/home/jasper/Test_data/GC125648.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/jasper/Test_data/GC125648.bam
c_000000692891_2	c_000000692891	518	1402	-	885	0
c_000000694833_1	c_000000694833	1	489	+	489	0
c_000000695176_5	c_000000695176	2983	3897	-	915	0
c_000000695422_1	c_000000695422	2	415	+	414	0
c_000000695575_9	c_000000695575	6400	7173	-	774	0
c_000000695580_1	c_000000695580	2	349	+	348	0
c_000000695871_1	c_000000695871	1	255	-	255	0
c_000000696119_1	c_000000696119	3	251	-	249	0
c_000000696133_3	c_000000696133	1569	2573	-	1005	0
c_000000696400_1	c_000000696400	1	528	-	528	0
c_000000697162_1	c_000000697162	2	397	-	396	0
c_000000698159_1	c_000000698159	1	372	+	372	0
c_000000699564_1	c_000000699564	57	449	+	393	0
c_000000700512_1	c_000000700512	20	895	-	876	0
c_000000701645_1	c_000000701645	3	578	-	576	0
c_000000701829_3	c_000000701829	2544	3425	+	882	0
c_000000701991_1	c_000000701991	1	705	-	705	0
c_000000702371_3	c_000000702371	924	1814	-	891	0
c_000000702850_1	c_000000702850	3	404	-	402	0
c_000000703166_2	c_000000703166	544	1140	+	597	0
c_000000703590_5	c_000000703590	2822	3193	+	372	0
c_000000705395_10	c_000000705395	2695	3537	-	843	0
c_000000705622_2	c_000000705622	356	1261	+	906	0
c_000000705892_1	c_000000705892	3	680	-	678	0
c_000000705937_2	c_000000705937	311	1195	-	885	0
c_000000710621_1	c_000000710621	65	898	-	834	0
c_000000711501_7	c_000000711501	6254	6988	+	735	0
c_000000712338_1	c_000000712338	360	602	+	243	0
c_000000714074_2	c_000000714074	676	1569	+	894	0
c_000000714465_1	c_000000714465	3	467	-	465	0
c_000000714604_4	c_000000714604	1610	2398	+	789	0
c_000000714862_3	c_000000714862	1024	1830	-	807	0
c_000000715600_5	c_000000715600	4302	5138	+	837	0
c_000000715850_3	c_000000715850	1945	2766	-	822	0
c_000000716124_2	c_000000716124	698	1600	-	903	0
c_000000716665_1	c_000000716665	1	282	-	282	0
c_000000716734_1	c_000000716734	2	400	+	399	0
c_000000716795_1	c_000000716795	1	231	-	231	0
c_000000717716_2	c_000000717716	590	1114	+	525	0
c_000000717765_1	c_000000717765	2	610	+	609	0
c_000000717795_1	c_000000717795	3	323	-	321	0
c_000000718484_1	c_000000718484	3	1742	-	1740	0
c_000000719015_1	c_000000719015	3	806	-	804	0
c_000000719062_3	c_000000719062	973	2118	+	1146	0
c_000000719148_5	c_000000719148	3970	4830	+	861	0
c_000000720723_3	c_000000720723	843	1613	+	771	0
c_000000721211_4	c_000000721211	1185	2057	+	873	0
c_000000721383_1	c_000000721383	2	754	+	753	0
c_000000721466_8	c_000000721466	8078	8971	+	894	0
c_000000722749_3	c_000000722749	3773	4768	+	996	0
c_000000722834_1	c_000000722834	1	306	-	306	0
c_000000722965_1	c_000000722965	2	544	-	543	0
c_000000723328_1	c_000000723328	1	714	+	714	0
c_000000723668_2	c_000000723668	862	1104	+	243	0
c_000000723944_1	c_000000723944	3	557	-	555	0
c_000000724527_1	c_000000724527	1	426	-	426	0
c_000000725153_1	c_000000725153	3	305	-	303	0
c_000000725757_1	c_000000725757	1	726	+	726	0
c_000000727262_10	c_000000727262	9465	10196	-	732	0
c_000000727701_1	c_000000727701	180	800	+	621	0
c_000000728391_2	c_000000728391	644	1384	-	741	0
c_000000729107_2	c_000000729107	162	470	+	309	0
c_000000729247_1	c_000000729247	2	472	-	471	0
c_000000729313_2	c_000000729313	623	1489	+	867	0
c_000000730079_1	c_000000730079	2	970	+	969	0
c_000000731934_1	c_000000731934	2	607	-	606	0
c_000000732829_1	c_000000732829	2	493	-	492	0
c_000000733257_2	c_000000733257	400	567	+	168	0
c_000000733261_2	c_000000733261	257	1165	+	909	0
c_000000733465_1	c_000000733465	3	584	+	582	0
c_000000734062_1	c_000000734062	1	723	+	723	0
c_000000735121_1	c_000000735121	1	687	-	687	0
c_000000735664_1	c_000000735664	59	694	-	636	0
c_000000735920_22	c_000000735920	20301	22751	+	2451	0
c_000000736482_8	c_000000736482	5924	6835	-	912	0
c_000000736628_1	c_000000736628	3	626	+	624	0
c_000000736760_1	c_000000736760	3	353	-	351	0
c_000000736938_3	c_000000736938	2243	3124	+	882	0
c_000000737973_1	c_000000737973	2	367	-	366	0
c_000000738156_1	c_000000738156	39	935	+	897	0
c_000000738230_1	c_000000738230	3	650	-	648	0
c_000000738842_2	c_000000738842	214	1008	+	795	0
c_000000740080_1	c_000000740080	2	376	-	375	0
c_000000741657_1	c_000000741657	127	792	-	666	0
c_000000742550_2	c_000000742550	496	825	+	330	0
c_000000743649_3	c_000000743649	1878	2564	-	687	0
c_000000744826_4	c_000000744826	2591	3352	-	762	0
c_000000745377_2	c_000000745377	149	949	-	801	0
c_000000745615_1	c_000000745615	2	808	-	807	0
c_000000745922_2	c_000000745922	586	897	+	312	0
c_000000747028_2	c_000000747028	262	693	+	432	0
c_000000748424_1	c_000000748424	1	282	-	282	0
c_000000748788_15	c_000000748788	11349	12215	-	867	0
c_000000752888_1	c_000000752888	1	840	-	840	0
c_000000753640_1	c_000000753640	24	602	-	579	0
c_000000753661_1	c_000000753661	2	349	+	348	0
c_000000753742_2	c_000000753742	201	653	+	453	0
c_000000753989_1	c_000000753989	19	360	-	342	0
c_000000755504_1	c_000000755504	1	282	+	282	0
c_000000755697_1	c_000000755697	1	687	+	687	0
c_000000756322_2	c_000000756322	201	761	-	561	0
c_000000757121_1	c_000000757121	1	510	-	510	0
c_000000759881_2	c_000000759881	723	1616	-	894	0
c_000000759930_2	c_000000759930	532	1377	+	846	0
c_000000761110_2	c_000000761110	326	1264	-	939	0
c_000000762368_1	c_000000762368	1	384	-	384	0
c_000000763009_1	c_000000763009	1	537	+	537	0
c_000000763545_1	c_000000763545	3	425	-	423	0
c_000000763832_2	c_000000763832	251	970	-	720	0
c_000000765379_1	c_000000765379	1	318	-	318	0
c_000000765380_2	c_000000765380	340	1224	+	885	0
c_000000766688_1	c_000000766688	2	259	-	258	0
c_000000766778_7	c_000000766778	4060	6783	+	2724	0
c_000000766873_1	c_000000766873	3	221	-	219	0
c_000000767890_1	c_000000767890	81	410	+	330	0
c_000000768397_12	c_000000768397	9498	11603	-	2106	0
c_000000768913_1	c_000000768913	66	473	+	408	0
c_000000769232_1	c_000000769232	3	446	-	444	0
c_000000769299_2	c_000000769299	319	1290	+	972	0
c_000000770076_1	c_000000770076	1	411	-	411	0
c_000000770131_1	c_000000770131	1	363	-	363	0
c_000000770665_5	c_000000770665	2623	3588	-	966	0
c_000000770830_1	c_000000770830	3	233	-	231	0
c_000000771049_1	c_000000771049	1	600	+	600	0
c_000000772120_1	c_000000772120	1	549	-	549	0
c_000000772349_2	c_000000772349	151	1035	+	885	0
c_000000772530_1	c_000000772530	3	662	-	660	0
c_000000772607_10	c_000000772607	7668	9488	+	1821	0
c_000000773209_1	c_000000773209	2	208	+	207	0
c_000000773241_2	c_000000773241	603	1415	+	813	0
c_000000774131_2	c_000000774131	391	1164	+	774	0
c_000000774224_2	c_000000774224	215	1096	-	882	0
c_000000775335_1	c_000000775335	3	578	+	576	0
c_000000775674_2	c_000000775674	273	1202	+	930	0
c_000000776503_2	c_000000776503	290	850	+	561	0
c_000000777325_1	c_000000777325	3	542	+	540	0
c_000000777335_2	c_000000777335	613	1383	-	771	0
c_000000778858_1	c_000000778858	1	888	+	888	0
c_000000779967_1	c_000000779967	2	454	+	453	0
c_000000780962_1	c_000000780962	3	314	-	312	0
c_000000780966_2	c_000000780966	278	1051	+	774	0
c_000000781003_1	c_000000781003	2	724	-	723	0
c_000000781047_1	c_000000781047	3	542	+	540	0
c_000000782184_3	c_000000782184	3678	4553	+	876	0
c_000000782781_1	c_000000782781	1	324	-	324	0
c_000000783114_1	c_000000783114	1	759	-	759	0
c_000000783325_1	c_000000783325	6	854	-	849	0
c_000000784644_2	c_000000784644	91	480	+	390	0
c_000000785334_1	c_000000785334	2	307	+	306	0
c_000000785428_1	c_000000785428	1	570	+	570	0
c_000000785448_1	c_000000785448	3	518	-	516	0
c_000000785567_1	c_000000785567	3	752	-	750	0
c_000000785887_2	c_000000785887	106	747	+	642	0
c_000000786000_1	c_000000786000	3	791	+	789	0
c_000000786178_1	c_000000786178	1	372	+	372	0
c_000000786422_1	c_000000786422	70	987	-	918	0
c_000000786435_2	c_000000786435	164	898	-	735	0
c_000000786763_2	c_000000786763	306	1118	-	813	0
c_000000787471_1	c_000000787471	1	945	+	945	0
c_000000787486_1	c_000000787486	122	667	+	546	0
c_000000788653_2	c_000000788653	228	935	-	708	0
c_000000789924_1	c_000000789924	2	520	-	519	0
c_000000789946_1	c_000000789946	2	526	-	525	0
c_000000790266_1	c_000000790266	2	772	+	771	0
c_000000791598_1	c_000000791598	2	337	-	336	0
c_000000792571_2	c_000000792571	875	1810	-	936	0
c_000000793956_11	c_000000793956	6497	7285	+	789	0
c_000000794576_1	c_000000794576	3	338	+	336	0
c_000000795721_1	c_000000795721	1	480	-	480	0
c_000000796176_1	c_000000796176	2	433	-	432	0
c_000000796466_1	c_000000796466	42	749	-	708	0
c_000000796495_2	c_000000796495	338	1117	+	780	0
c_000000797166_1	c_000000797166	1	303	-	303	0
c_000000797243_2	c_000000797243	937	1809	+	873	0
c_000000797428_1	c_000000797428	2	295	+	294	0
c_000000797465_2	c_000000797465	847	1695	+	849	0
c_000000797652_1	c_000000797652	1	435	+	435	0
c_000000797772_1	c_000000797772	1	582	-	582	0
c_000000797790_1	c_000000797790	66	344	+	279	0
c_000000798217_1	c_000000798217	1	567	-	567	0
c_000000798746_1	c_000000798746	1	309	-	309	0
c_000000799021_1	c_000000799021	3	662	-	660	0
c_000000799021_5	c_000000799021	3467	4360	+	894	0
c_000000800049_1	c_000000800049	1	540	-	540	0
c_000000800336_1	c_000000800336	34	489	+	456	0
c_000000800588_1	c_000000800588	1	372	-	372	0
c_000000800657_1	c_000000800657	1	282	-	282	0
c_000000801025_1	c_000000801025	1	372	-	372	0
c_000000802444_3	c_000000802444	900	1769	+	870	0
c_000000802861_1	c_000000802861	3	464	-	462	0
c_000000802912_1	c_000000802912	1	591	-	591	0
c_000000803704_1	c_000000803704	3	449	+	447	0
c_000000804155_1	c_000000804155	2	436	+	435	0
c_000000804787_1	c_000000804787	3	773	-	771	0
c_000000805608_2	c_000000805608	1254	1592	+	339	0
c_000000806650_1	c_000000806650	2	664	+	663	0
c_000000807179_3	c_000000807179	1054	1947	-	894	0
c_000000807384_1	c_000000807384	3	950	-	948	0
c_000000807771_1	c_000000807771	2	364	+	363	0
c_000000808246_1	c_000000808246	2	388	+	387	0
c_000000809309_2	c_000000809309	243	1031	-	789	0
c_000000809386_1	c_000000809386	2	637	+	636	0
c_000000811017_1	c_000000811017	3	281	-	279	0
c_000000811321_2	c_000000811321	387	1196	+	810	0
c_000000811438_1	c_000000811438	1	324	+	324	0
c_000000811510_1	c_000000811510	2	514	-	513	0
c_000000811572_1	c_000000811572	2	430	+	429	0
c_000000811874_1	c_000000811874	1	369	-	369	0
c_000000812473_1	c_000000812473	1	417	-	417	0
c_000000812534_1	c_000000812534	37	594	+	558	0
c_000000813464_1	c_000000813464	3	314	+	312	0
c_000000813940_1	c_000000813940	3	800	+	798	0
c_000000814002_2	c_000000814002	235	1119	-	885	0
c_000000814065_2	c_000000814065	167	1060	+	894	0
c_000000816334_3	c_000000816334	1481	2377	+	897	0
c_000000817002_1	c_000000817002	3	302	+	300	0
c_000000817152_2	c_000000817152	718	1227	+	510	0
c_000000817214_1	c_000000817214	3	380	+	378	0
c_000000818310_3	c_000000818310	1236	1871	-	636	0
c_000000818468_1	c_000000818468	3	365	-	363	0
c_000000818810_2	c_000000818810	231	803	+	573	0
c_000000818890_2	c_000000818890	350	1348	-	999	0
c_000000819264_1	c_000000819264	1	612	+	612	0
c_000000819266_1	c_000000819266	2	409	+	408	0
c_000000819878_1	c_000000819878	1	351	-	351	0
c_000000820996_4	c_000000820996	1517	2434	+	918	0
c_000000820996_5	c_000000820996	2431	3084	+	654	0
c_000000821248_1	c_000000821248	1	243	-	243	0
c_000000821270_1	c_000000821270	2	619	-	618	0
c_000000821327_1	c_000000821327	2	652	-	651	0
c_000000823433_1	c_000000823433	2	271	-	270	0
c_000000823922_10	c_000000823922	9850	10680	-	831	0
c_000000823922_15	c_000000823922	13413	14216	+	804	0
c_000000824287_1	c_000000824287	3	488	-	486	0
c_000000824648_4	c_000000824648	2845	3456	-	612	0
c_000000824684_1	c_000000824684	36	377	+	342	0
c_000000825162_1	c_000000825162	2	421	-	420	0
c_000000825174_6	c_000000825174	3611	4306	-	696	0
c_000000826514_1	c_000000826514	3	599	-	597	0
c_000000826585_1	c_000000826585	2	706	+	705	0
c_000000827447_1	c_000000827447	1	681	-	681	0
c_000000827595_4	c_000000827595	2133	3068	+	936	0
c_000000828270_1	c_000000828270	3	560	-	558	0
c_000000828662_1	c_000000828662	1	240	-	240	0
c_000000831137_1	c_000000831137	3	419	-	417	0
c_000000831432_1	c_000000831432	2	343	-	342	0
c_000000831936_1	c_000000831936	1	528	-	528	0
c_000000832068_1	c_000000832068	1	396	+	396	0
c_000000833008_2	c_000000833008	321	1178	+	858	0
c_000000833111_4	c_000000833111	2611	4029	+	1419	0
c_000000833503_2	c_000000833503	558	1115	+	558	0
c_000000834585_1	c_000000834585	3	404	-	402	0
c_000000834648_3	c_000000834648	1762	2484	+	723	0
c_000000835221_1	c_000000835221	2	250	-	249	0
c_000000835923_2	c_000000835923	787	1266	+	480	0
c_000000835981_2	c_000000835981	768	1253	-	486	0
c_000000836065_1	c_000000836065	2	433	-	432	0
c_000000836719_1	c_000000836719	3	314	-	312	0
c_000000837234_4	c_000000837234	2643	3569	+	927	0
c_000000837234_5	c_000000837234	3566	4216	+	651	0
c_000000837315_1	c_000000837315	184	873	+	690	0
c_000000838469_1	c_000000838469	2	637	+	636	0
c_000000838735_1	c_000000838735	1	483	-	483	0
c_000000838870_1	c_000000838870	78	965	+	888	0
c_000000839475_1	c_000000839475	1	588	+	588	0
c_000000840712_1	c_000000840712	3	395	-	393	0
c_000000842015_1	c_000000842015	1	591	+	591	0
c_000000842301_1	c_000000842301	2	784	+	783	0
c_000000842339_2	c_000000842339	567	1148	+	582	0
c_000000842376_4	c_000000842376	2351	2731	+	381	0
c_000000843283_6	c_000000843283	3129	3899	+	771	0
c_000000843861_1	c_000000843861	1	570	+	570	0
c_000000843886_1	c_000000843886	62	439	+	378	0
c_000000844246_1	c_000000844246	1	318	+	318	0
c_000000844266_1	c_000000844266	3	437	-	435	0
c_000000844827_1	c_000000844827	2	379	-	378	0
c_000000845150_1	c_000000845150	2	373	-	372	0
c_000000845736_1	c_000000845736	1	459	+	459	0
c_000000846302_1	c_000000846302	1	432	+	432	0
c_000000846392_1	c_000000846392	2	475	-	474	0
c_000000846623_1	c_000000846623	2	280	-	279	0
c_000000847199_3	c_000000847199	1640	2434	+	795	0
c_000000847749_1	c_000000847749	1	633	+	633	0
c_000000848297_1	c_000000848297	3	692	+	690	0
c_000000848596_1	c_000000848596	2	562	-	561	0
c_000000849103_1	c_000000849103	1	378	+	378	0
c_000000849126_3	c_000000849126	1778	2527	-	750	0
c_000000849364_2	c_000000849364	694	1503	-	810	0
c_000000849810_4	c_000000849810	3293	4087	-	795	0
c_000000850252_3	c_000000850252	560	886	+	327	0
c_000000850720_1	c_000000850720	3	317	+	315	0
c_000000851616_7	c_000000851616	6801	7649	-	849	0
c_000000852568_2	c_000000852568	349	1014	-	666	0
c_000000852569_1	c_000000852569	1	927	+	927	0
c_000000852696_1	c_000000852696	2	436	+	435	0
c_000000853103_1	c_000000853103	2	877	-	876	0
c_000000853673_2	c_000000853673	126	893	-	768	0
c_000000853839_1	c_000000853839	3	335	+	333	0
c_000000854130_1	c_000000854130	3	398	+	396	0
c_000000854233_1	c_000000854233	1	528	-	528	0
c_000000854777_5	c_000000854777	3854	4735	-	882	0
c_000000855123_1	c_000000855123	2	802	+	801	0
c_000000856250_1	c_000000856250	2	370	-	369	0
c_000000856593_1	c_000000856593	143	934	+	792	0
c_000000856602_1	c_000000856602	1	543	-	543	0
c_000000856818_3	c_000000856818	718	963	-	246	0
c_000000858863_1	c_000000858863	1	549	-	549	0
c_000000859473_1	c_000000859473	2	490	-	489	0
c_000000859639_3	c_000000859639	1589	2566	-	978	0
c_000000860122_2	c_000000860122	131	931	+	801	0
c_000000860211_4	c_000000860211	4185	5210	+	1026	0
c_000000860496_3	c_000000860496	1701	2669	-	969	0
c_000000861446_1	c_000000861446	1	348	-	348	0
c_000000861495_1	c_000000861495	1	438	+	438	0
c_000000861891_1	c_000000861891	1	288	+	288	0
c_000000862135_2	c_000000862135	122	448	+	327	0
c_000000863226_3	c_000000863226	2185	3072	+	888	0
c_000000863854_2	c_000000863854	951	1820	-	870	0
c_000000863972_2	c_000000863972	479	952	+	474	0
c_000000864013_1	c_000000864013	2	385	+	384	0
c_000000864939_1	c_000000864939	2	418	+	417	0
c_000000865276_1	c_000000865276	3	365	-	363	0
c_000000865795_1	c_000000865795	2	373	-	372	0
c_000000868870_3	c_000000868870	1159	1707	+	549	0
c_000000869427_1	c_000000869427	56	652	-	597	0
c_000000869760_7	c_000000869760	5074	5871	+	798	0
c_000000869823_1	c_000000869823	2	496	-	495	0
c_000000871767_1	c_000000871767	2	334	+	333	0
c_000000872060_1	c_000000872060	118	951	-	834	0
c_000000872404_1	c_000000872404	1	402	-	402	0
c_000000874673_1	c_000000874673	98	976	-	879	0
c_000000875278_1	c_000000875278	163	897	+	735	0
c_000000875730_1	c_000000875730	2	544	-	543	0
c_000000876087_2	c_000000876087	389	1279	-	891	0
c_000000876345_1	c_000000876345	1	195	-	195	0
c_000000876577_1	c_000000876577	8	526	+	519	0
c_000000876631_1	c_000000876631	3	584	-	582	0
c_000000877406_1	c_000000877406	2	442	+	441	0
c_000000877528_1	c_000000877528	1	654	-	654	0
c_000000877637_3	c_000000877637	626	1798	-	1173	0
c_000000878912_1	c_000000878912	1	597	+	597	0
c_000000878944_1	c_000000878944	2	343	-	342	0
c_000000881421_3	c_000000881421	1004	1663	+	660	0
c_000000881578_1	c_000000881578	1	435	+	435	0
c_000000882538_1	c_000000882538	1	336	+	336	0
c_000000883341_1	c_000000883341	2	661	+	660	0
c_000000883347_2	c_000000883347	307	1014	-	708	0
c_000000883522_1	c_000000883522	3	509	-	507	0
c_000000884131_2	c_000000884131	217	837	+	621	0
c_000000884172_1	c_000000884172	1	492	-	492	0
c_000000885322_4	c_000000885322	2340	3320	-	981	0
c_000000885444_1	c_000000885444	2	370	-	369	0
c_000000885672_2	c_000000885672	353	1120	-	768	0
c_000000885675_1	c_000000885675	2	403	+	402	0
c_000000885945_1	c_000000885945	124	720	+	597	0
c_000000886282_1	c_000000886282	3	365	-	363	0
c_000000887031_2	c_000000887031	1550	2320	+	771	0
c_000000888337_2	c_000000888337	198	1118	-	921	0
c_000000888372_1	c_000000888372	1	813	+	813	0
c_000000889017_1	c_000000889017	3	332	+	330	0
c_000000889055_1	c_000000889055	3	353	+	351	0
c_000000889537_3	c_000000889537	1252	2148	+	897	0
c_000000889591_2	c_000000889591	1284	2264	-	981	0
c_000000889842_1	c_000000889842	2	937	-	936	0
c_000000890041_1	c_000000890041	3	596	-	594	0
c_000000890318_1	c_000000890318	3	1049	+	1047	0
c_000000890454_1	c_000000890454	1	372	-	372	0
c_000000890480_2	c_000000890480	955	1818	+	864	0
c_000000890536_1	c_000000890536	2	412	+	411	0
c_000000890701_1	c_000000890701	1	393	-	393	0
c_000000890746_2	c_000000890746	124	462	+	339	0
c_000000891280_1	c_000000891280	1	348	+	348	0
c_000000891286_2	c_000000891286	87	869	-	783	0
c_000000892364_1	c_000000892364	4	918	-	915	0
c_000000893442_1	c_000000893442	1	507	-	507	0
c_000000893947_1	c_000000893947	202	1224	+	1023	0
c_000000893975_1	c_000000893975	2	403	-	402	0
c_000000894471_1	c_000000894471	1	378	-	378	0
c_000000894847_3	c_000000894847	758	1432	+	675	0
c_000000894942_1	c_000000894942	2	442	+	441	0
c_000000895283_1	c_000000895283	1	354	-	354	0
c_000000895633_1	c_000000895633	13	861	-	849	0
c_000000896155_10	c_000000896155	8720	9085	+	366	0
c_000000896336_1	c_000000896336	1	669	-	669	0
c_000000896384_20	c_000000896384	20194	21036	+	843	0
c_000000896384_23	c_000000896384	22982	23782	+	801	0
c_000000896387_2	c_000000896387	288	1094	+	807	0
c_000000896466_1	c_000000896466	3	674	+	672	0
c_000000896683_1	c_000000896683	1	825	+	825	0
c_000000896706_3	c_000000896706	977	1765	+	789	0
c_000000897339_2	c_000000897339	453	1556	-	1104	0
c_000000898761_1	c_000000898761	1	240	+	240	0
c_000000898791_2	c_000000898791	300	653	+	354	0
c_000000898995_1	c_000000898995	44	772	+	729	0
c_000000900288_1	c_000000900288	1	444	+	444	0
c_000000901004_1	c_000000901004	3	530	+	528	0
c_000000901831_3	c_000000901831	1513	2298	+	786	0
c_000000902234_1	c_000000902234	1	324	-	324	0
c_000000902491_1	c_000000902491	3	710	+	708	0
c_000000902853_8	c_000000902853	7809	8774	+	966	0
c_000000903943_3	c_000000903943	1505	2428	+	924	0
c_000000904301_3	c_000000904301	1485	2351	-	867	0
c_000000904804_1	c_000000904804	2	349	+	348	0
c_000000906264_1	c_000000906264	1	1071	-	1071	0
c_000000906808_3	c_000000906808	869	1570	-	702	0
c_000000907610_1	c_000000907610	1	969	-	969	0
c_000000908306_2	c_000000908306	368	841	+	474	0
c_000000909348_1	c_000000909348	1	303	+	303	0
c_000000909783_2	c_000000909783	967	1740	-	774	0
c_000000910027_1	c_000000910027	1	912	+	912	0
c_000000912334_1	c_000000912334	1	393	-	393	0
c_000000913271_1	c_000000913271	2	649	+	648	0
c_000000913476_2	c_000000913476	495	1484	+	990	0
c_000000913590_1	c_000000913590	3	365	-	363	0
c_000000915430_1	c_000000915430	1	303	-	303	0
c_000000916343_4	c_000000916343	3420	4169	+	750	0
c_000000916682_1	c_000000916682	1	429	+	429	0
c_000000917198_4	c_000000917198	2878	3198	+	321	0
c_000000917684_2	c_000000917684	1380	2249	+	870	0
c_000000918859_1	c_000000918859	1	561	-	561	0
c_000000918922_1	c_000000918922	1	549	-	549	0
c_000000919691_1	c_000000919691	3	542	-	540	0
c_000000919893_1	c_000000919893	2	847	-	846	0
c_000000919902_1	c_000000919902	3	365	-	363	0
c_000000919994_1	c_000000919994	2	385	-	384	0
c_000000921730_1	c_000000921730	2	211	+	210	0
c_000000922106_1	c_000000922106	1	873	+	873	0
c_000000922955_1	c_000000922955	2	424	+	423	0
c_000000922997_1	c_000000922997	65	784	-	720	0
c_000000923185_3	c_000000923185	1504	2508	+	1005	0
c_000000923302_2	c_000000923302	571	1224	-	654	0
c_000000923554_1	c_000000923554	2	469	+	468	0
c_000000923644_1	c_000000923644	1	243	-	243	0
c_000000924113_4	c_000000924113	798	1373	+	576	0
c_000000924258_1	c_000000924258	69	533	+	465	0
c_000000925700_1	c_000000925700	2	745	+	744	0
c_000000925960_1	c_000000925960	21	728	-	708	0
c_000000926090_1	c_000000926090	2	406	+	405	0
c_000000927310_1	c_000000927310	3	647	-	645	0
c_000000928357_1	c_000000928357	3	347	-	345	0
c_000000928620_1	c_000000928620	8	676	+	669	0
c_000000928958_4	c_000000928958	2021	2476	+	456	0
c_000000929864_1	c_000000929864	41	649	+	609	0
c_000000930237_1	c_000000930237	1	477	-	477	0
c_000000930411_1	c_000000930411	3	383	+	381	0
c_000000930988_11	c_000000930988	12960	14450	-	1491	0
c_000000931583_1	c_000000931583	1	483	-	483	0
c_000000933060_2	c_000000933060	184	1080	+	897	0
c_000000934037_3	c_000000934037	1211	1627	+	417	0
c_000000934277_3	c_000000934277	575	1684	+	1110	0
c_000000934282_2	c_000000934282	292	690	+	399	0
c_000000934737_1	c_000000934737	1	510	-	510	0
c_000000935472_2	c_000000935472	855	1751	+	897	0
c_000000935651_1	c_000000935651	26	883	-	858	0
c_000000935940_5	c_000000935940	3581	4678	-	1098	0
c_000000936098_1	c_000000936098	3	371	-	369	0
c_000000936374_9	c_000000936374	9191	9895	-	705	0
c_000000936999_1	c_000000936999	3	1040	+	1038	0
c_000000937251_1	c_000000937251	1	249	-	249	0
c_000000937345_1	c_000000937345	2	211	+	210	0
c_000000937563_2	c_000000937563	98	1144	+	1047	0
c_000000937700_1	c_000000937700	46	405	+	360	0
c_000000937805_6	c_000000937805	4829	6040	+	1212	0
c_000000938250_1	c_000000938250	1	753	+	753	0
c_000000938726_1	c_000000938726	2	661	-	660	0
c_000000938728_1	c_000000938728	2	244	+	243	0
c_000000938873_1	c_000000938873	3	1358	+	1356	0
c_000000939241_1	c_000000939241	2	304	+	303	0
c_000000940399_4	c_000000940399	2708	3469	-	762	0
c_000000940827_2	c_000000940827	957	1730	+	774	0
c_000000941253_1	c_000000941253	332	1123	+	792	0
c_000000941634_1	c_000000941634	2	430	-	429	0
c_000000941871_1	c_000000941871	56	931	+	876	0
c_000000942207_1	c_000000942207	2	277	+	276	0
c_000000943081_17	c_000000943081	12756	13559	-	804	0
c_000000943205_2	c_000000943205	137	829	+	693	0
c_000000943374_1	c_000000943374	3	377	-	375	0
c_000000943421_1	c_000000943421	163	867	+	705	0
c_000000943570_1	c_000000943570	2	271	-	270	0
c_000000943585_1	c_000000943585	266	517	-	252	0
c_000000943651_2	c_000000943651	62	463	-	402	0
c_000000944195_1	c_000000944195	1	366	+	366	0
c_000000944285_2	c_000000944285	561	1157	+	597	0
c_000000944677_1	c_000000944677	1	351	-	351	0
c_000000944862_2	c_000000944862	295	1293	+	999	0
c_000000946545_2	c_000000946545	95	331	+	237	0
c_000000946790_1	c_000000946790	1	357	-	357	0
c_000000947360_1	c_000000947360	3	329	+	327	0
c_000000947427_1	c_000000947427	2	796	+	795	0
c_000000947533_1	c_000000947533	3	782	+	780	0
c_000000947723_1	c_000000947723	2	370	-	369	0
c_000000947995_2	c_000000947995	266	886	-	621	0
c_000000948235_2	c_000000948235	825	1694	+	870	0
c_000000948246_5	c_000000948246	4666	5478	-	813	0
c_000000948393_1	c_000000948393	3	821	-	819	0
c_000000948808_12	c_000000948808	9139	10668	-	1530	0
c_000000951142_1	c_000000951142	3	578	+	576	0
c_000000951610_1	c_000000951610	1	705	-	705	0
c_000000951894_2	c_000000951894	565	1332	-	768	0
c_000000952487_1	c_000000952487	3	593	-	591	0
c_000000952915_1	c_000000952915	3	368	-	366	0
c_000000953860_2	c_000000953860	235	1116	+	882	0
c_000000954547_2	c_000000954547	139	945	+	807	0
c_000000954795_1	c_000000954795	1	381	-	381	0
c_000000954970_1	c_000000954970	2	331	+	330	0
c_000000955012_2	c_000000955012	278	895	-	618	0
c_000000955712_1	c_000000955712	2	397	-	396	0
c_000000955883_2	c_000000955883	676	1323	+	648	0
c_000000956072_1	c_000000956072	139	1038	+	900	0
c_000000957144_3	c_000000957144	1040	1366	+	327	0
c_000000958491_2	c_000000958491	874	1686	-	813	0
c_000000958596_1	c_000000958596	1	645	-	645	0
c_000000958623_1	c_000000958623	3	305	-	303	0
c_000000959472_1	c_000000959472	1	303	-	303	0
c_000000959737_3	c_000000959737	4698	5432	+	735	0
c_000000959959_1	c_000000959959	2	502	-	501	0
c_000000961022_2	c_000000961022	210	1010	-	801	0
c_000000961652_1	c_000000961652	3	479	+	477	0
c_000000962119_1	c_000000962119	141	590	+	450	0
